@relation sentiment

@attribute "1,-1" numeric
@attribute "1,-2" numeric
@attribute "1,-3" numeric
@attribute "1,-4" numeric
@attribute "1,-5" numeric
@attribute "2,-1" numeric
@attribute "2,-2" numeric
@attribute "2,-3" numeric
@attribute "2,-4" numeric
@attribute "2,-5" numeric
@attribute "3,-1" numeric
@attribute "3,-2" numeric
@attribute "3,-3" numeric
@attribute "3,-4" numeric
@attribute "3,-5" numeric
@attribute "4,-1" numeric
@attribute "4,-2" numeric
@attribute "4,-3" numeric
@attribute "4,-4" numeric
@attribute "4,-5" numeric
@attribute "5,-1" numeric
@attribute "5,-2" numeric
@attribute "5,-3" numeric
@attribute "5,-4" numeric
@attribute "5,-5" numeric
@attribute "-5" numeric
@attribute "-4" numeric
@attribute "-3" numeric
@attribute "-2" numeric
@attribute "-1" numeric
@attribute "0" numeric
@attribute "1" numeric
@attribute "2" numeric
@attribute "3" numeric
@attribute "4" numeric
@attribute "5" numeric
@attribute classification {P, PE}

@data
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,P
0.0,0.0,0.0,0.0417,0.0,0.875,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,40,0,0,0,63,20,0,0,P
0.0,0.0,0.0,0.125,0.0,0.75,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,10,0,0,0,15,1,0,0,P
0.0,0.0,0.0,0.062,0.0,0.7829,0.1008,0.0155,0.0,0.0,0.0,0.0,0.031,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,58,254,0,0,0,278,136,0,0,P
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,8,0,0,0,4,1,0,0,P
0.0,0.0,0.0,0.1667,0.0,0.6667,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,3,0,0,0,9,3,0,0,P
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,0,0,5,5,0,0,P
0.0,0.0,0.0,0.1667,0.0,0.6667,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,13,0,0,0,10,4,0,0,P
0.0,0.0,0.0,0.0,0.0,0.7037,0.2222,0.037,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,61,0,0,0,59,12,0,0,P
0.0,0.0,0.0,0.037,0.0,0.5741,0.2222,0.1296,0.0,0.0,0.0,0.0,0.0185,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,33,112,0,0,0,124,28,0,0,P
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,6,0,0,0,P
0.0,0.0,0.0,0.0,0.0,0.8158,0.0526,0.0526,0.0,0.0,0.0,0.0,0.0526,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,38,142,0,0,0,122,72,0,0,P
0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,10,0,0,0,10,4,0,0,P
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,0,0,0,6,3,0,0,P
0.0,0.0,0.0,0.037,0.0,0.4444,0.4444,0.037,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,96,0,0,0,100,29,0,0,P
0.0,0.0,0.0,0.2857,0.0,0.5714,0.0714,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,87,0,0,0,81,29,0,0,P
0.0,0.0,0.0,0.0,0.0,0.7778,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,46,0,0,0,55,24,0,0,P
0.0,0.0,0.0,0.0,0.0,0.8667,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,34,0,0,0,59,24,0,0,P
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,20,0,0,0,29,10,0,0,P
0.0,0.0,0.0,0.0294,0.0,0.6176,0.1471,0.0882,0.0,0.0,0.0,0.0,0.0882,0.0,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,144,0,0,0,135,74,0,0,P
0.0,0.0,0.0,0.0645,0.0,0.5484,0.2581,0.0645,0.0,0.0,0.0,0.0,0.0645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29,138,0,0,0,137,83,0,0,P
0.0,0.0,0.0,0.0,0.0,0.68,0.08,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,44,0,0,0,96,71,0,0,P
0.0,0.0,0.0,0.0488,0.0,0.561,0.122,0.1707,0.0,0.0,0.0,0.0,0.0976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,54,122,0,0,0,126,62,0,0,P
0.0,0.0,0.0,0.0968,0.0,0.7419,0.0968,0.0,0.0,0.0,0.0,0.0,0.0323,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13,91,0,0,0,109,54,0,0,P
0.0,0.0,0.0,0.04,0.0,0.68,0.12,0.12,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,64,0,0,0,76,36,0,0,P
0.0,0.0,0.0,0.0541,0.0,0.6216,0.2973,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13,89,0,0,0,104,52,0,0,P
0.0,0.0,0.0,0.037,0.0,0.6481,0.2778,0.0185,0.0,0.0,0.0,0.0,0.0,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19,110,0,0,0,137,55,0,0,P
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,0,0,10,1,0,0,P
0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,23,0,0,0,10,3,0,0,P
0.0,0.0,0.0,0.0476,0.0,0.381,0.381,0.1429,0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,72,0,0,0,57,19,0,0,P
0.0,0.0,0.0,0.125,0.0,0.625,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,28,0,0,0,30,15,0,0,P
0.0,0.0,0.0,0.0455,0.0,0.7727,0.0,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,87,0,0,0,75,51,0,0,PE
0.0,0.0,0.0,0.0909,0.0,0.5455,0.0455,0.0,0.0,0.0,0.0,0.0,0.0909,0.2273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,34,75,0,0,0,60,55,0,0,PE
0.0,0.0,0.0,0.05,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,29,0,0,0,58,57,0,0,PE
0.0,0.0,0.0,0.08,0.0,0.76,0.04,0.04,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,85,0,0,0,71,50,0,0,PE
0.0,0.0,0.0,0.2059,0.0,0.4706,0.1471,0.0,0.0,0.0,0.0,0.0,0.0294,0.1176,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,63,0,0,0,90,49,0,0,PE
0.0,0.0,0.0,0.375,0.0417,0.4167,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,57,0,0,0,54,43,0,0,PE
0.0,0.0,0.0,0.12,0.0,0.64,0.04,0.08,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,72,80,0,0,0,79,35,0,0,PE
0.0,0.0,0.0,0.0455,0.0,0.6818,0.1364,0.0455,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,59,70,0,0,0,91,59,0,0,PE
0.0,0.0,0.0,0.2105,0.0,0.5789,0.0526,0.0,0.0,0.0,0.0,0.0,0.1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,67,0,0,0,62,38,0,0,PE
0.0,0.0,0.0,0.1111,0.0,0.7222,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,33,74,0,0,0,64,41,0,0,PE
0.0,0.0,0.0,0.1667,0.0,0.4167,0.1667,0.0833,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40,130,0,0,0,73,40,0,0,PE
0.0,0.0,0.0,0.1579,0.0526,0.4211,0.1579,0.0,0.0,0.0,0.0,0.0,0.0,0.2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,102,0,0,0,58,44,0,0,PE
0.0,0.0,0.0,0.04,0.04,0.76,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,34,76,0,0,0,48,39,0,0,PE
0.0,0.0,0.0,0.05,0.0,0.85,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,82,0,0,0,121,51,0,0,PE
0.0,0.0,0.0,0.04,0.0,0.6,0.16,0.04,0.0,0.0,0.0,0.0,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,90,0,0,0,72,36,0,0,PE
0.0,0.0,0.0,0.1786,0.0,0.6429,0.1429,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,37,105,0,0,0,102,33,0,0,PE
0.0,0.0,0.0,0.1026,0.0256,0.5641,0.1538,0.0769,0.0,0.0,0.0,0.0,0.0513,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,105,0,0,0,108,51,0,0,PE
0.0,0.0,0.0,0.087,0.0,0.5652,0.087,0.1304,0.0,0.0,0.0,0.0,0.087,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29,46,0,0,0,90,43,0,0,PE
0.0,0.0,0.0,0.0645,0.0,0.5484,0.129,0.129,0.0,0.0,0.0,0.0,0.0645,0.0645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,73,100,0,0,0,133,52,0,0,PE
0.0,0.0,0.0,0.0,0.0,0.6923,0.1538,0.0385,0.0,0.0,0.0,0.0,0.0769,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,37,53,0,0,0,101,39,0,0,PE
0.0,0.0,0.0,0.1111,0.0,0.5,0.2222,0.0556,0.0,0.0,0.0,0.0,0.0556,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19,78,0,0,0,50,36,0,0,PE
0.0,0.0,0.0,0.15,0.0,0.675,0.05,0.0,0.0,0.0,0.0,0.0,0.025,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,43,116,0,0,0,97,65,0,0,PE
0.0,0.0,0.0,0.2667,0.0333,0.4333,0.0333,0.0,0.0,0.0,0.0,0.0,0.1,0.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,39,65,0,0,0,82,47,0,0,PE
0.0,0.0,0.0,0.2143,0.0,0.5357,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,106,0,0,0,110,75,0,0,PE
0.0,0.0,0.0,0.0667,0.0333,0.6667,0.2,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40,121,0,0,0,147,50,0,0,PE
0.0,0.0,0.0,0.0357,0.0,0.6429,0.0357,0.0357,0.0,0.0,0.0,0.0,0.0714,0.1429,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,121,0,0,0,107,59,0,0,PE
0.0,0.0,0.0,0.1429,0.0,0.5238,0.1429,0.0952,0.0,0.0,0.0,0.0,0.0,0.0952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,104,0,0,0,94,37,0,0,PE
0.0,0.0,0.0,0.0833,0.0,0.875,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19,81,0,0,0,80,34,0,0,PE
0.0,0.0,0.0,0.1667,0.0,0.5,0.1667,0.0833,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,94,0,0,0,45,24,0,0,PE
0.0,0.0,0.0,0.1538,0.0,0.5769,0.0769,0.0,0.0,0.0,0.0,0.0,0.1538,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40,108,0,0,0,109,64,0,0,PE
0.0,0.0,0.0,0.4444,0.0,0.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,58,0,0,0,45,32,0,0,PE
0.0,0.0,0.0,0.0476,0.0,0.5238,0.1905,0.0,0.0,0.0,0.0,0.0,0.1905,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,49,164,0,0,0,114,66,0,0,PE
0.0,0.0,0.0,0.0,0.0,0.8333,0.0833,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,34,103,0,0,0,70,29,0,0,PE
0.0,0.0,0.0,0.1,0.0,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,69,0,0,0,53,30,0,0,PE
0.0,0.0,0.0,0.0769,0.0385,0.5385,0.1154,0.0385,0.0,0.0,0.0,0.0,0.0385,0.1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31,151,0,0,0,98,76,0,0,PE
0.0,0.0,0.0,0.15,0.0,0.6,0.05,0.1,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35,135,0,0,0,92,57,0,0,PE
0.0,0.0,0.0,0.25,0.0,0.5625,0.0625,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,64,0,0,0,69,24,0,0,PE
0.0,0.0,0.0,0.0588,0.0,0.5294,0.3529,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,90,0,0,0,59,26,0,0,PE
0.0,0.0,0.0,0.3077,0.0,0.0769,0.1538,0.2308,0.0,0.0,0.0,0.0,0.0769,0.1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27,79,0,0,0,54,42,0,0,PE
0.0,0.0,0.0,0.1739,0.0,0.6957,0.087,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,46,0,0,0,72,19,0,0,PE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,PE
0.0,0.0,0.0,0.0417,0.0,0.7083,0.125,0.0,0.0,0.0,0.0,0.0,0.0833,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31,83,0,0,0,62,33,0,0,PE
0.0,0.0,0.0,0.1944,0.0,0.5556,0.1111,0.0556,0.0,0.0,0.0,0.0,0.0278,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,104,0,0,0,104,36,0,0,PE
0.0,0.0,0.0,0.0526,0.0,0.5789,0.0526,0.0526,0.0,0.0,0.0,0.0,0.1579,0.1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27,58,0,0,0,70,47,0,0,PE
0.0,0.0,0.0,0.0313,0.0,0.7188,0.0938,0.0938,0.0,0.0,0.0,0.0,0.0313,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,67,0,0,0,102,68,0,0,PE
0.0,0.0,0.0,0.0417,0.0,0.7083,0.0417,0.0417,0.0,0.0,0.0,0.0,0.125,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,60,0,0,0,70,41,0,0,PE
0.0,0.0,0.0,0.1,0.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,57,0,0,0,56,36,0,0,PE
